$ CUSTOMER	QUANTUM						
$ USER	rabeelquantum						
$ CONSIGNEE	A						
$ CONSIGNEECONTACT							
$ ADDR1	B						
$ ADDR2	C						
$ ADDR3	D						
$ TOWN	E						
$ REGION	F						
$ COUNTRY	H						
$ DEFAULTUK							
$ POSTCODE	G						
$ CUSTREF1							
$ CUSTREF2							
$ CUSTREF3							
$ CUSTREF4							
$ DEFAULTSPECIALINSTRUCTIONS	(none)						
$ DEFAULTPACKINGNOTE	(none)						
$ DEFAULTCUSTREF1	(none)						
$ DEFAULTCUSTREF2	(none)						
$ DEFAULTCUSTREF3	(none)						
$ DEFAULTCUSTREF4	(none)						
$ DEFAULTUK							
$ ITEMORDER	PQ						
$ ITEM	DS91736	1					
$ ITEM	EACD1427	1					
$ ITEM	GMDVD2	1					
$ ITEM	HL00320460	1					
$ ITEM	HL00320464	1					
$ ITEM	JFCDVD06	1					
$ ITEM	MD-STU18	1					
$ ITEM	MSDVD684	1					
$ ITEM	PVP10394	1					
$ ITEM	PVP35091	1					
$ ITEM	QHVP1769	1					
$ ITEM	QLDVD6625	1					
$ ITEM	RDR0035	1					
$ ITEM	RKP1807	1					
$ ITEM	RKP1807	2					
$ ITEM	SEXD6487	1					
$ ITEM	SP9911	1					
$ ITEM	VESTAPOL13117	1					
$ ITEM	XTD446	1					
Rarewaves	Columbia House	1 Apollo Rise	Southwood Business Park	Farnborough		GU14 0GT	UK
