
$ CUSTOMER	QUANTUM						
$ USER	garypeet						
$ CONSIGNEE	A						
$ CONSIGNEECONTACT							
$ ADDR1	B						
$ ADDR2	C						
$ ADDR3	D						
$ TOWN	E						
$ REGION	F						
$ COUNTRY	H						
$ DEFAULTUK							
$ POSTCODE	G						
$ CUSTREF1							
$ CUSTREF2							
$ CUSTREF3							
$ CUSTREF4							
$ DEFAULTSPECIALINSTRUCTIONS	BM100087147						
$ DEFAULTPACKINGNOTE	(none)						
$ DEFAULTCUSTREF1	(none)						
$ DEFAULTCUSTREF2	(none)						
$ DEFAULTCUSTREF3	(none)						
$ DEFAULTCUSTREF4	(none)						
$ DEFAULTUK							
$ ITEMORDER	PQ						
$ ITEM	2308	1		Added item 2308 to order contents list.			
$ ITEM	2310	1		Added item 2310 to order contents list.			
$ ITEM	2325	1		Added item 2325 to order contents list.			
$ ITEM	2402	1		Added item 2402 to order contents list.			
$ ITEM	2422	1		Added item 2422 to order contents list.			
$ ITEM	5413	1		Added item 5413 to order contents list.			
$ ITEM	62123	1		Added item 62123 to order contents list.			
$ ITEM	63293	1		Added item 63293 to order contents list.			
$ ITEM	107455	1		Added item 107455 to order contents list.			
$ ITEM	107456	1		Added item 107456 to order contents list.			
$ ITEM	796934	1		Added item 796934 to order contents list.			
$ ITEM	ACE11056F	1		Added item ACE11056F to order contents list.			
$ ITEM	AG9784	1		Added item AG9784 to order contents list.			
$ ITEM	AGD1631	1		Added item AGD1631 to order contents list.			
$ ITEM	AUSTINGOHDV	1		Added item AUSTINGOHDV to order contents list.			
$ ITEM	BNTITV04	1		Added item BNTITV04 to order contents list.			
$ ITEM	BX861896VD	1		Added item BX861896VD to order contents list.			
$ ITEM	COL910793VD	1		Added item COL910793VD to order contents list.			
$ ITEM	COL910893VD	1		Added item COL910893VD to order contents list.			
$ ITEM	COL921693VD	1		Added item COL921693VD to order contents list.			
$ ITEM	DDC1701	1		Added item DDC1701 to order contents list.			
$ ITEM	DJ903	1		Added item DJ903 to order contents list.			
$ ITEM	DR4315	1		Added item DR4315 to order contents list.			
$ ITEM	DRB1334	1		Added item DRB1334 to order contents list.			
$ ITEM	DS91738	1		Added item DS91738 to order contents list.			
$ ITEM	DV01SI01	1		Added item DV01SI01 to order contents list.			
$ ITEM	DV10241	1		Added item DV10241 to order contents list.			
$ ITEM	DWL1533	1		Added item DWL1533 to order contents list.			
$ ITEM	DWL1665	1		Added item DWL1665 to order contents list.			
$ ITEM	EACD1467	1		Added item EACD1467 to order contents list.			
$ ITEM	ETV1671	1		Added item ETV1671 to order contents list.			
$ ITEM	ETV1734	1		Added item ETV1734 to order contents list.			
$ ITEM	EWB1562	1		Added item EWB1562 to order contents list.			
$ ITEM	FFP1644	1		Added item FFP1644 to order contents list.			
$ ITEM	FR00931	1		Added item FR00931 to order contents list.			
$ ITEM	GOLF1537	1		Added item GOLF1537 to order contents list.			
$ ITEM	GW605	1		Added item GW605 to order contents list.			
$ ITEM	GW937	1		Added item GW937 to order contents list.			
$ ITEM	GW949	1		Added item GW949 to order contents list.			
$ ITEM	GW971	1		Added item GW971 to order contents list.			
$ ITEM	GW972	1		Added item GW972 to order contents list.			
$ ITEM	H617DVD	1		Added item H617DVD to order contents list.			
$ ITEM	HL00320293	1		Added item HL00320293 to order contents list.			
$ ITEM	HL00320355	1		Added item HL00320355 to order contents list.			
$ ITEM	HL00320374	1		Added item HL00320374 to order contents list.			
$ ITEM	HL00320431	1		Added item HL00320431 to order contents list.			
$ ITEM	HL00320464	1		Added item HL00320464 to order contents list.			
$ ITEM	HL00320511	1		Added item HL00320511 to order contents list.			
$ ITEM	HL00320515	1		Added item HL00320515 to order contents list.			
$ ITEM	HL00320537	1		Added item HL00320537 to order contents list.			
$ ITEM	HL00320593	1		Added item HL00320593 to order contents list.			
$ ITEM	HL00320687	1		Added item HL00320687 to order contents list.			
$ ITEM	HL00320708	3		Added item HL00320708 to order contents list.			
$ ITEM	HL00641536	1		Added item HL00641536 to order contents list.			
$ ITEM	HL00641538	1		Added item HL00641538 to order contents list.			
$ ITEM	HL00641546	1		Added item HL00641546 to order contents list.			
$ ITEM	HL00641551	1		Added item HL00641551 to order contents list.			
$ ITEM	HL00641555	1		Added item HL00641555 to order contents list.			
$ ITEM	HL00641558	1		Added item HL00641558 to order contents list.			
$ ITEM	HL00641578	1		Added item HL00641578 to order contents list.			
$ ITEM	HL00641611	1		Added item HL00641611 to order contents list.			
$ ITEM	HL00641615	1		Added item HL00641615 to order contents list.			
$ ITEM	HL00641617	1		Added item HL00641617 to order contents list.			
