
$ CUSTOMER	QUANTUM						
$ USER	stewartquantum						
$ CONSIGNEE	A						
$ CONSIGNEECONTACT							
$ ADDR1	B						
$ ADDR2	C						
$ ADDR3	D						
$ TOWN	E						
$ REGION	F						
$ COUNTRY	H						
$ DEFAULTUK							
$ POSTCODE	G						
$ CUSTREF1							
$ CUSTREF2							
$ CUSTREF3							
$ CUSTREF4							
$ DEFAULTSPECIALINSTRUCTIONS	Order Ref: 146456 (Camilla)						
$ DEFAULTPACKINGNOTE	(none)						
$ DEFAULTCUSTREF1	(none)						
$ DEFAULTCUSTREF2	(none)						
$ DEFAULTCUSTREF3	(none)						
$ DEFAULTCUSTREF4	(none)						
$ DEFAULTUK							
$ ITEMORDER	PQ						
$ ITEM	8210	1					
$ ITEM	63293	1					
$ ITEM	64664	1					
$ ITEM	ADVD030	1					
$ ITEM	ADVD3190	1					
$ ITEM	DUK0092	1					
$ ITEM	EACD1467	1					
$ ITEM	EMH-408	1					
$ ITEM	HL00314739	1					
$ ITEM	HL00320445	1					
$ ITEM	HOT222	1					
$ ITEM	HUD700843	1					
$ ITEM	HVJNS-660	1					
$ ITEM	JFCDVD06	1					
$ ITEM	JG1808	2					
$ ITEM	K1802DVD	1					
$ ITEM	L4802DVD	1					
$ ITEM	L4821DVD	1					
$ ITEM	MSDVD557	1					
$ ITEM	MSDVD565	1					
$ ITEM	MSDVD684	1					
$ ITEM	QLDVD0273	1					
$ ITEM	QLDVD6002	1					
$ ITEM	QLDVD6013	1					
$ ITEM	QLDVD6496	1					
$ ITEM	QLDVD6544	1					
$ ITEM	QLDVD6613	1					
$ ITEM	QLDVD6617	1					
$ ITEM	QLDVD6628	1					
$ ITEM	QLDVD6639	1					
$ ITEM	QLDVD6907	1					
$ ITEM	QLDVD7065	1					
$ ITEM	RDR0030	1					
$ ITEM	RDR0143	1					
$ ITEM	TLP059	1					
$ ITEM	XDVD4313	1					
$ ITEM	XDVD4323	1					
$ ITEM	Y379DVD	1					
$ ITEM	ZOM-079	1					
$ ITEM	L4821DVD	1					
$ ITEM	QLDVD6497	1					
$ ITEM	RKP1807	1					
Rarewaves	Columbia House		1 Apollo Rise	Southwood Business Park	Farnborough	GU14 0GT	UK
