$ CUSTOMER	QUANTUM						
$ USER	rabeelquantum						
$ CONSIGNEE	A						
$ CONSIGNEECONTACT							
$ ADDR1	B						
$ ADDR2	C						
$ ADDR3	D						
$ TOWN	E						
$ REGION	F						
$ COUNTRY	H						
$ DEFAULTUK							
$ POSTCODE	G						
$ CUSTREF1							
$ CUSTREF2							
$ CUSTREF3							
$ CUSTREF4							
$ DEFAULTSPECIALINSTRUCTIONS	P/O: BM100086096						
$ DEFAULTPACKINGNOTE	(none)						
$ DEFAULTCUSTREF1	(none)						
$ DEFAULTCUSTREF2	(none)						
$ DEFAULTCUSTREF3	(none)						
$ DEFAULTCUSTREF4	(none)						
$ DEFAULTUK							
$ ITEMORDER	PQ						
$ ITEM	2707	1					
$ ITEM	3911	3					
$ ITEM	4317	1					
$ ITEM	5981	1					
$ ITEM	8591	1					
$ ITEM	20494	2					
$ ITEM	20498	1					
$ ITEM	47023	1					
$ ITEM	66443	1					
$ ITEM	99188	1					
$ ITEM	2618026	1					
$ ITEM	ACE11028A	1					
$ ITEM	ADVD062	1					
$ ITEM	AG1647	1					
$ ITEM	AG9784	1					
$ ITEM	ANA50480	1					
$ ITEM	BOE7383	1					
$ ITEM	CK8102	1					
$ ITEM	CLP0062	1					
$ ITEM	COF45	1					
$ ITEM	DAVID0137	1					
$ ITEM	DAVID0181	2					
$ ITEM	DD1485	1					
$ ITEM	DE0139	1					
$ ITEM	DE4019	1					
$ ITEM	DE4071	1					
$ ITEM	DE4080	1					
$ ITEM	DE4132	1					
$ ITEM	DE4780	1					
$ ITEM	DE7258	1					
$ ITEM	DFD02	1					
$ ITEM	DR2316	1					
$ ITEM	DS91736	1					
$ ITEM	DV10802	1					
$ ITEM	DV11132	1					
$ ITEM	DV11264	1					
$ ITEM	DV86931	1					
$ ITEM	DVD220992	1					
$ ITEM	DVDTF55084	1					
$ ITEM	DW16705	1					
$ ITEM	EWB1564	1					
$ ITEM	FDVD2057	1					
$ ITEM	FDVD2058	1					
$ ITEM	FR00905	1					
$ ITEM	FT9774	1					
$ ITEM	GW411	1					
$ ITEM	GW936	1					
$ ITEM	GW9667	1					
$ ITEM	HL00320312	1					
$ ITEM	HL00320353	1					
$ ITEM	HL00320398	1					
$ ITEM	HL00320480	2					
$ ITEM	HL00320517	2					
$ ITEM	HL00320594	1					
$ ITEM	HL00320708	1					
$ ITEM	HL00320789	1					
$ ITEM	HL00320835	1					
$ ITEM	HL00320851	1					
$ ITEM	HL00321278	3					
$ ITEM	HL00641598	1					
$ ITEM	HL00641850	1					
$ ITEM	HL00642052	1					
$ ITEM	HL00642053	1					
$ ITEM	HL00642071	1					
$ ITEM	HL00642072	1					
$ ITEM	HL14016138	2					
$ ITEM	HOT100	2					
$ ITEM	HOT117	1					
$ ITEM	HOT157	1					
$ ITEM	HOT162	1					
$ ITEM	HOT210	1					
$ ITEM	HOT710	1					
$ ITEM	HSD012	1					
$ ITEM	HTD9775	3					
$ ITEM	HVTTJ699	1					
$ ITEM	IMP908072	1					
$ ITEM	IMPH0031	1					
$ ITEM	IMPH0338	2					
$ ITEM	IMPH0357	1					
$ ITEM	IMPH0390	1					
$ ITEM	IMPH0432	1					
$ ITEM	IMPH0435	1					
$ ITEM	JFCDVD03	1					
$ ITEM	JFCDVD05	1					
$ ITEM	JFCDVD7	1					
$ ITEM	JKEX1	1					
$ ITEM	JMW003	1					
$ ITEM	K1512	1					
$ ITEM	K1548	1					
$ ITEM	K1595	1					
$ ITEM	KF0000	1					
$ ITEM	KRV125	1					
$ ITEM	LBOX4742	1					
$ ITEM	LGD1471	1					
$ ITEM	LLDDSF	1					
$ ITEM	LLDDV2	1					
$ ITEM	LSD11	3					
$ ITEM	LSD12	1					
$ ITEM	LSD418	1					
$ ITEM	M21960	2					
$ ITEM	MDV052	1					
$ ITEM	MDVD019	1					
$ ITEM	MHC20009	1					
$ ITEM	MIL1850	3					
$ ITEM	MP42087	1					
$ ITEM	MP42088	3					
$ ITEM	MSD1228	3					
$ ITEM	MVD0475	1					
$ ITEM	MVD1437	1					
$ ITEM	MVD9779	1					
$ ITEM	MVD9783	1					
$ ITEM	MW1445	1					
$ ITEM	NOM062D	1					
$ ITEM	PB021	1					
$ ITEM	PBD01	1					
$ ITEM	PBD10	1					
$ ITEM	PSD0204	1					
$ ITEM	QLDVD0246	1					
$ ITEM	QLDVD0251	1					
$ ITEM	QLDVD0295	1					
$ ITEM	QLDVD0302	2					
$ ITEM	QLDVD0365	1					
$ ITEM	QLDVD0372	1					
$ ITEM	QLDVD0375	1					
$ ITEM	QLDVD6012	1					
$ ITEM	QLDVD6258	3					
$ ITEM	QLDVD6501	1					
$ ITEM	QLDVD6658	1					
$ ITEM	QLDVD6750	1					
$ ITEM	QLDVD6871	1					
$ ITEM	QLDVD6888	3					
$ ITEM	QLDVD6892	1					
$ ITEM	QLDVD6945	1					
$ ITEM	QLDVD6992	1					
$ ITEM	QLDVD7089	1					
$ ITEM	QLDVD7099	1					
$ ITEM	RDR0034	2					
$ ITEM	RDR0062	1					
$ ITEM	RDR0077	1					
$ ITEM	RDR0115	1					
$ ITEM	RDR0137	1					
$ ITEM	RDR0166	1					
$ ITEM	RGPDVD1	1					
$ ITEM	SD013	1					
$ ITEM	SD014	1					
$ ITEM	SD015	1					
$ ITEM	SD016	1					
$ ITEM	SD017	1					
$ ITEM	SD018	1					
$ ITEM	SD021	1					
$ ITEM	SD025	1					
$ ITEM	SD15	1					
$ ITEM	SD17	1					
$ ITEM	SD35	1					
$ ITEM	SD42	3					
$ ITEM	SD43	1					
$ ITEM	SD44	1					
$ ITEM	SD5001	1					
$ ITEM	SD5003	1					
$ ITEM	SD5008	1					
$ ITEM	SD5011	1					
$ ITEM	SD55	2					
$ ITEM	SEXD6425	1					
$ ITEM	SFD55	1					
$ ITEM	SMRT05	1					
$ ITEM	STDC1159	1					
$ ITEM	STDC1197	1					
$ ITEM	STDC1241	1					
$ ITEM	SVD20	1					
$ ITEM	SVD5017	1					
$ ITEM	SVD5054	1					
$ ITEM	SVD5089	1					
$ ITEM	SVD75	1					
$ ITEM	T2502DVD	1					
$ ITEM	TFHE9002	1					
$ ITEM	TLP059	1					
$ ITEM	TTR102	1					
