
$ CUSTOMER	QUANTUM						
$ USER	stewartquantum						
$ CONSIGNEE	A						
$ CONSIGNEECONTACT							
$ ADDR1	B						
$ ADDR2	C						
$ ADDR3	D						
$ TOWN	E						
$ REGION	F						
$ COUNTRY	H						
$ DEFAULTUK							
$ POSTCODE	G						
$ CUSTREF1							
$ CUSTREF2							
$ CUSTREF3							
$ CUSTREF4							
$ DEFAULTSPECIALINSTRUCTIONS	P/O Number: 4445925 (Russ Morgan - 01323 521555)						
$ DEFAULTPACKINGNOTE	(none)						
$ DEFAULTCUSTREF1	(none)						
$ DEFAULTCUSTREF2	(none)						
$ DEFAULTCUSTREF3	(none)						
$ DEFAULTCUSTREF4	(none)						
$ DEFAULTUK							
$ ITEMORDER	PQ						
$ ITEM	HONG	5					
$ ITEM	HIRO2	5					
$ ITEM	DOSHU	5					
$ ITEM	FUR4	5					
$ ITEM	FUR1	5					
$ ITEM	FABRI1	5					
$ ITEM	FEITO1	5					
$ ITEM	EBUGEI2	5					
$ ITEM	FLE1	5					
$ ITEM	HARFOU3	5					
$ ITEM	GLNUN	5					
$ ITEM	ERIK1	5					
$ ITEM	DOG2	5					
$ ITEM	DOG1	5					
$ ITEM	DOG3	5					
$ ITEM	ECPO1	5					
$ ITEM	HWA2	5					
$ ITEM	FY1	5					
$ ITEM	FULL3	5					
$ ITEM	DON2	5					
$ ITEM	GRACIE2	5					
$ ITEM	GUMDO	5					
$ ITEM	HANKI1	5					
$ ITEM	DEL3	5					
$ ITEM	GRAD2	5					
$ ITEM	HUNG1	5					
$ ITEM	HUNG2	5					
$ ITEM	IAIDO1	5					
$ ITEM	GRACIE1	5					
$ ITEM	FAR1	5					
$ ITEM	EGUZ	5					
$ ITEM	HWA1	5					
$ ITEM	FARANG1	5					
$ ITEM	EC3	5					
$ ITEM	EC2	5					
$ ITEM	EC1	5					
$ ITEM	FERRE2	5					
$ ITEM	DON1	5					
$ ITEM	DEYANG1	5					
$ ITEM	HARFOU	5					
$ ITEM	GRAD1	5					
$ ITEM	HUBAR1	5					
$ ITEM	HUB1	5					
$ ITEM	HUB2	5					
$ ITEM	HUB3	5					
$ ITEM	HIRO3	5					
$ ITEM	HIRO1	5					
Gardners Books	1 Whittle Drive	WILLINGDON DROVE                      		Eastbourne	East Sussex	BN23 6QH                 	UK
