
$ CUSTOMER	QUANTUM						
$ USER	stewartquantum						
$ CONSIGNEE	A						
$ CONSIGNEECONTACT							
$ ADDR1	B						
$ ADDR2	C						
$ ADDR3	D						
$ TOWN	E						
$ REGION	F						
$ COUNTRY	H						
$ DEFAULTUK							
$ POSTCODE	G						
$ CUSTREF1							
$ CUSTREF2							
$ CUSTREF3							
$ CUSTREF4							
$ DEFAULTSPECIALINSTRUCTIONS	P/O Number: 4458572 (ANNE-MARIE CAREY - 01323 521555)						
$ DEFAULTPACKINGNOTE	(none)						
$ DEFAULTCUSTREF1	(none)						
$ DEFAULTCUSTREF2	(none)						
$ DEFAULTCUSTREF3	(none)						
$ DEFAULTCUSTREF4	(none)						
$ DEFAULTUK							
$ ITEMORDER	PQ						
$ ITEM	QLDVD17622	1					
$ ITEM	KA8847DVD	1					
$ ITEM	KA8851DVD	1					
$ ITEM	KA8852DVD	1					
$ ITEM	KA8848DVD	1					
$ ITEM	KA8849DVD	1					
$ ITEM	KA8850DVD	1					
$ ITEM	LSD04	2					
$ ITEM	ADVD003	1					
$ ITEM	BC7	3					
$ ITEM	FUR2	3					
$ ITEM	FUR3	3					
$ ITEM	QLDVD0289	1					
$ ITEM	20495	1					
$ ITEM	20497	1					
$ ITEM	748471	3					
$ ITEM	720325	3					
$ ITEM	GCT318	1					
$ ITEM	STDC1234	1					
$ ITEM	KA8409DVD	1					
$ ITEM	ADVD116	2					
$ ITEM	751107	2					
$ ITEM	GP102	2					
$ ITEM	SVD106	1					
$ ITEM	QLDVD6680	2					
$ ITEM	DIP1	3					
$ ITEM	ADVD110	1					
$ ITEM	FESTI1	3					
$ ITEM	FESTI2	3					
$ ITEM	EBUGEI1	3					
$ ITEM	QLDVD6615	1					
$ ITEM	CAP3	3					
$ ITEM	CAP2	3					
$ ITEM	KICK1559	2					
$ ITEM	DVD2869044	1					
$ ITEM	DW16713	2					
$ ITEM	DT118	2					
$ ITEM	DT116	2					
$ ITEM	LSD10	1					
$ ITEM	7071	1					
$ ITEM	AIZIK2	3					
$ ITEM	AIZIK4	3					
$ ITEM	ADVD1876	1					
$ ITEM	ADVD1877	1					
$ ITEM	3911	2					
$ ITEM	781918	1					
$ ITEM	GCT708	3					
$ ITEM	GCT074	2					
$ ITEM	QLDVD0390	2					
$ ITEM	QLDVD6165	2					
$ ITEM	ADVD98	2					
$ ITEM	2348	2					
$ ITEM	DVD950790	2					
$ ITEM	TFF1571	1					
$ ITEM	ADVD044	2					
$ ITEM	GW9667	1					
$ ITEM	M33120	3					
$ ITEM	72040	2					
$ ITEM	QLDVD0293	5					
$ ITEM	HVFF1639	1					
$ ITEM	QLDVD6670	2					
$ ITEM	NJPDVD625	1					
$ ITEM	HVGC1655	2					
$ ITEM	K4466DVD	2					
$ ITEM	K4467DVD	2					
$ ITEM	A7441DVD	1					
$ ITEM	753979	1					
$ ITEM	DUK0207	2					
$ ITEM	72037	2					
$ ITEM	QHVP1773	2					
$ ITEM	46759	1					
$ ITEM	72038	2					
$ ITEM	DUK0229	2					
$ ITEM	QLDVD6013	3					
$ ITEM	M85190	9					
$ ITEM	HL00642053	1					
$ ITEM	ADVD1884	1					
$ ITEM	PVP35091	3					
$ ITEM	CHINEN1	3					
$ ITEM	TTR22	1					
$ ITEM	TL1683	1					
$ ITEM	99000001	1					
$ ITEM	MDV052	1					
$ ITEM	RL924	2					
$ ITEM	HSD011	2					
$ ITEM	SP2059	1					
$ ITEM	HL00314652	3					
$ ITEM	DW16705	2					
$ ITEM	CHIAO1	3					
$ ITEM	ADVD102	1					
$ ITEM	EACD1835	2					
$ ITEM	PPD01	1					
$ ITEM	QLDVD6750	2					
$ ITEM	HPL1506	1					
$ ITEM	MSD1228	2					
$ ITEM	ADVD119	1					
$ ITEM	M213704	1					
$ ITEM	ADVD1885	3					
$ ITEM	EACD1838	1					
Gardners Books	1 Whittle Drive	Willingdon Drove         		Eastbourne	East Sussex	BN23 6QH                 	UK
