
$ CUSTOMER	POS1						
$ USER	stewartpositive						
$ CONSIGNEE	A						
$ CONSIGNEECONTACT							
$ ADDR1	B						
$ ADDR2	C						
$ ADDR3	D						
$ TOWN	E						
$ REGION	F						
$ COUNTRY	H						
$ DEFAULTUK							
$ POSTCODE	G						
$ CUSTREF1							
$ CUSTREF2							
$ CUSTREF3							
$ CUSTREF4							
$ DEFAULTSPECIALINSTRUCTIONS	Amazon FBA Order Ref #: Y9269551						
$ DEFAULTPACKINGNOTE	(none)						
$ DEFAULTCUSTREF1	(none)						
$ DEFAULTCUSTREF2	(none)						
$ DEFAULTCUSTREF3	(none)						
$ DEFAULTCUSTREF4	(none)						
$ DEFAULTUK							
$ ITEMORDER	PQ						
$ ITEM	PN0041-822720711321NAS	13					
$ ITEM	PN0041-842694020762NNS	12					
$ ITEM	PTWN1305-0755NASX	1					
$ ITEM	TW003-16861773526NAS	8					
$ ITEM	TW003-16861773755NAS	35					
$ ITEM	TW003-5051442814521NAS	8					
$ ITEM	TW003-600753366769NNS	50					
$ ITEM	TW003-600753375204NNS	50					
$ ITEM	TW003-600753398197NNS	100					
$ ITEM	TW003-602498684559NNS	25					
$ ITEM	TW003-602527790893NNS	15					
$ ITEM	TW003-602537043026NNS	25					
$ ITEM	TW003-81227828523NAS	3					
$ ITEM	TW003-93624994299NAS	10					
Amazon.co.uk	CWL1	FBA Goods-In Area	1 Eagel Park Drive	Swansea		SA1 8QX	UK
