
$ CUSTOMER	QUANTUM						
$ USER	garypeet						
$ CONSIGNEE	A						
$ CONSIGNEECONTACT							
$ ADDR1	B						
$ ADDR2	C						
$ ADDR3	D						
$ TOWN	E						
$ REGION	F						
$ COUNTRY	H						
$ DEFAULTUK							
$ POSTCODE	G						
$ CUSTREF1							
$ CUSTREF2							
$ CUSTREF3							
$ CUSTREF4							
$ DEFAULTSPECIALINSTRUCTIONS	P/O: 4464907						
$ DEFAULTPACKINGNOTE	(none)						
$ DEFAULTCUSTREF1	(none)						
$ DEFAULTCUSTREF2	(none)						
$ DEFAULTCUSTREF3	(none)						
$ DEFAULTCUSTREF4	(none)						
$ DEFAULTUK							
$ ITEMORDER	PQ						
$ ITEM	ADVD003	1					
$ ITEM	ADVD171	2					
$ ITEM	ADVD110	1					
$ ITEM	ADVD154	2					
$ ITEM	GURO	3					
$ ITEM	ADVD006	1					
$ ITEM	GDVD9428	1					
$ ITEM	ADVD124	1					
$ ITEM	ADVD165	1					
$ ITEM	2707	1					
$ ITEM	DUK0229	2					
$ ITEM	HL00642053	1					
$ ITEM	PVP35091	3					
$ ITEM	ADVD122	1					
$ ITEM	ADVD020	1					
$ ITEM	KA8752DVD	1					
$ ITEM	PVP10394	1					
$ ITEM	2325	3					
$ ITEM	ADVD021	1					
$ ITEM	ADVD107	3					
$ ITEM	20379	2					
$ ITEM	20381	2					
$ ITEM	STDC1210	1					
$ ITEM	ADVD119	1					
$ ITEM	QLDVD7128	1					
$ ITEM	PFD1538	1					
$ ITEM	ADVD179	1					
$ ITEM	769100	1					
Gardners Books	1 Whittle Drive	Willingdon Drove		Eastbourne	East Sussex	BN23 6QH	UK
