$ CUSTOMER	QUANTUM						
$ USER	rabeelquantum						
$ CONSIGNEE	A						
$ CONSIGNEECONTACT							
$ ADDR1	B						
$ ADDR2	C						
$ ADDR3	D						
$ TOWN	E						
$ REGION	F						
$ COUNTRY	H						
$ DEFAULTUK							
$ POSTCODE	G						
$ CUSTREF1							
$ CUSTREF2							
$ CUSTREF3							
$ CUSTREF4							
$ DEFAULTSPECIALINSTRUCTIONS	P/O: BM100083982						
$ DEFAULTPACKINGNOTE	(none)						
$ DEFAULTCUSTREF1	(none)						
$ DEFAULTCUSTREF2	(none)						
$ DEFAULTCUSTREF3	(none)						
$ DEFAULTCUSTREF4	(none)						
$ DEFAULTUK							
$ ITEMORDER	PQ						
$ ITEM	RDR0039	1	Added item RDR0039 to order contents list.	y			
$ ITEM	SVD5134	1	Added item SVD5134 to order contents list.	y			
$ ITEM	QLDVD6878	3	Added item QLDVD6878 to order contents list.	y			
$ ITEM	DWL1665	1	Added item DWL1665 to order contents list.	y			
$ ITEM	ACE11056F	1	Added item ACE11056F to order contents list.	y			
$ ITEM	QLDVD6891	1	Added item QLDVD6891 to order contents list.	y			
$ ITEM	DV10241	1	Added item DV10241 to order contents list.	y			
$ ITEM	CS1719	1	Added item CS1719 to order contents list.	y			
$ ITEM	GOLF1537	1	Added item GOLF1537 to order contents list.	y			
$ ITEM	5413	1	Added item 5413 to order contents list.	y			
$ ITEM	DV86931	1	Added item DV86931 to order contents list.	y			
$ ITEM	QLDVD6236	1	Added item QLDVD6236 to order contents list.	y			
$ ITEM	QLDVD6967	1	Added item QLDVD6967 to order contents list.	y			
$ ITEM	SVD40	1	Added item SVD40 to order contents list.	y			
$ ITEM	DR4315	1	Added item DR4315 to order contents list.	y			
$ ITEM	DJ903	1	Added item DJ903 to order contents list.	y			
$ ITEM	HL00321279	1	Added item HL00321279 to order contents list.	y			
$ ITEM	STDC1128	1	Added item STDC1128 to order contents list.	y			
$ ITEM	DWL1533	1	Added item DWL1533 to order contents list.	y			
MSE	Goods- In Area	1 Eagle Park Drive		Warrington		WA2 8JA	UK
