
$ CUSTOMER	QUANTUM					
$ USER	garypeet					
$ CONSIGNEE	A					
$ CONSIGNEECONTACT						
$ ADDR1	B					
$ ADDR2	C					
$ ADDR3	D					
$ TOWN	E					
$ REGION	F					
$ COUNTRY	H					
$ DEFAULTUK						
$ POSTCODE	G					
$ CUSTREF1						
$ CUSTREF2						
$ CUSTREF3						
$ CUSTREF4						
$ DEFAULTSPECIALINSTRUCTIONS	BM100085522					
$ DEFAULTPACKINGNOTE	(none)					
$ DEFAULTCUSTREF1	(none)					
$ DEFAULTCUSTREF2	(none)					
$ DEFAULTCUSTREF3	(none)					
$ DEFAULTCUSTREF4	(none)					
$ DEFAULTUK						
$ ITEMORDER	PQ					
$ ITEM	1720	1				
$ ITEM	DS91736	1				
$ ITEM	DV10000	1				
$ ITEM	DV10018	1				
$ ITEM	DV10505	1				
$ ITEM	DV11605	1				
$ ITEM	FR00930	1				
$ ITEM	GKF0002	1				
$ ITEM	H460DVD	1				
$ ITEM	HL00320351	1				
$ ITEM	HL00320501	1				
$ ITEM	HL00320713	1				
$ ITEM	HL00320848	1				
$ ITEM	HL00320851	1				
$ ITEM	HL00642035	1				
$ ITEM	HL00642120	1				
$ ITEM	HL02501042	1				
$ ITEM	HOT100	1				
$ ITEM	HOT144	1				
$ ITEM	K4473DVD	1				
$ ITEM	LBOX4730	1				
$ ITEM	MSD1253	1				
$ ITEM	N3775DVD	1				
$ ITEM	QLDVD0263	1				
$ ITEM	QLDVD6053	1				
$ ITEM	QLDVD6579	1				
$ ITEM	QLDVD6710	1				
$ ITEM	QLDVD6712	1				
$ ITEM	QLDVD6732	2				
$ ITEM	QLDVD6911	1				
$ ITEM	QLDVD6970	1				
$ ITEM	QLDVD7145	2				
$ ITEM	RDR0035	1				
$ ITEM	RDR0040	1				
$ ITEM	RDR0053	1				
$ ITEM	RDR0217	1				
$ ITEM	RDR0331	1				
$ ITEM	RDR0361	1				
$ ITEM	SVD102	1				
$ ITEM	SVD5079	1				
$ ITEM	SVD5193	2				
$ ITEM	SVD57	1				
$ ITEM	VESTA13003	1				
$ ITEM	VESTA13009	1				
$ ITEM	VESTA13049	1				
$ ITEM	VESTA13081	1				
$ ITEM	VESTA13098	1				
$ ITEM	XDVD4319	1				
MSE	1 EAGLE PARK DRIVE			WARRINGTON		WA2 8JA
