
$ CUSTOMER	QUANTUM						
$ USER	garypeet						
$ CONSIGNEE	A						
$ CONSIGNEECONTACT							
$ ADDR1	B						
$ ADDR2	C						
$ ADDR3	D						
$ TOWN	E						
$ REGION	F						
$ COUNTRY	H						
$ DEFAULTUK							
$ POSTCODE	G						
$ CUSTREF1							
$ CUSTREF2							
$ CUSTREF3							
$ CUSTREF4							
$ DEFAULTSPECIALINSTRUCTIONS	(none)						
$ DEFAULTPACKINGNOTE	(none)						
$ DEFAULTCUSTREF1	(none)						
$ DEFAULTCUSTREF2	(none)						
$ DEFAULTCUSTREF3	(none)						
$ DEFAULTCUSTREF4	(none)						
$ DEFAULTUK							
$ ITEMORDER	PQ						
$ ITEM	MSDVD681	1					
$ ITEM	SVD108	2					
$ ITEM	ADVD308	2					
$ ITEM	ADVD171	2					
$ ITEM	ADVD006	1					
$ ITEM	SFP1778	3					
$ ITEM	QHVP1769	1					
$ ITEM	20426	1					
$ ITEM	CDMT3BT	1					
$ ITEM	HL00314652	3					
$ ITEM	BNTFT04	1					
$ ITEM	XTD446	2					
$ ITEM	QLDVD6915	1					
$ ITEM	ADVD179	1					
$ ITEM	MSDVD544	2					
$ ITEM	MSDVD574	1					
$ ITEM	QLDVD7181	1					
$ ITEM	QLDVD7074	4					
$ ITEM	KK2105	1					
$ ITEM	MSDVD806	1					
$ ITEM	BLST0906	2					
$ ITEM	ADVD290	1					
$ ITEM	9012	3					
$ ITEM	N8991DVD	1					
$ ITEM	DC1113-03	3					
$ ITEM	QLDVD6657	4					
$ ITEM	SVD5128	3					
$ ITEM	CMBT	3					
$ ITEM	C8894DVD	1					
$ ITEM	C2752DVD	2					
$ ITEM	QLDVD6161	3					
$ ITEM	67513	1					
$ ITEM	QLDVD6656	1					
$ ITEM	QLDVD7003	1					
$ ITEM	MSDVD668	1					
$ ITEM	BD30059	1					
$ ITEM	QLDVD7161	2					
$ ITEM	CYNTHI	3					
$ ITEM	QLDVD7040	1					
$ ITEM	HL00641572	2					
$ ITEM	QLDVD6689	1					
$ ITEM	ADVD294	1					
$ ITEM	SVD20	1					
$ ITEM	2511	1					
$ ITEM	Y371DVD	4					
$ ITEM	20395	1					
$ ITEM	QLDVD6648	1					
$ ITEM	ADVD289	1					
$ ITEM	ADVD267	1					
$ ITEM	ADVD296	1					
$ ITEM	ADVD301	1					
$ ITEM	ADVD311	1					
$ ITEM	WHE47506	1					
$ ITEM	HL00641596	1					
$ ITEM	QHVP1768	1					
$ ITEM	2053	1					
$ ITEM	M87810	3					
$ ITEM	SDVD0606266	1					
$ ITEM	ADVD122	1					
$ ITEM	QLDVD7136	1					
$ ITEM	QLDVD6597	1					
$ ITEM	ADVD312	1					
$ ITEM	SVD110	3					
$ ITEM	PVP41432	1					
$ ITEM	BD30022	1					
$ ITEM	RL924	2					
$ ITEM	FFP1644	4					
$ ITEM	GP-132	1					
$ ITEM	JRDVD8007	1					
$ ITEM	QLDVD6796	4					
$ ITEM	5413	1					
$ ITEM	K4030DVD	3					
$ ITEM	SVD111	1					
$ ITEM	QA6749	1					
$ ITEM	QLDVD6997	1					
$ ITEM	UCPD1425	1					
$ ITEM	ADVD107	3					
$ ITEM	QLDVD7096	1					
$ ITEM	QLDVD0279	5					
$ ITEM	K4255DVD	1					
$ ITEM	ADVD284	1					
$ ITEM	FFP1644	4					
$ ITEM	QLDVD6689	2					
$ ITEM	QA6749	2					
$ ITEM	67513	2					
$ ITEM	68343	3					
$ ITEM	2053	2					
$ ITEM	HL00641596	2					
$ ITEM	HL00641572	4					
$ ITEM	SDVD0606266	3					
$ ITEM	K4255DVD	2					
$ ITEM	JRDVD8007	2					
$ ITEM	SP99027	2					
$ ITEM	PVP41432	2					
$ ITEM	5413	2					
$ ITEM	STDC0109	2					
$ ITEM	BLST0906	3					
$ ITEM	DWL100277	2					
$ ITEM	SVD5128	2					
$ ITEM	DUK0207	2					
$ ITEM	QLDVD0279	5					
$ ITEM	QLDVD0390	2					
$ ITEM	UCPD1425	2					
$ ITEM	QLDVD6161	2					
$ ITEM	QLDVD6165	2					
$ ITEM	QLDVD6371	2					
$ ITEM	QLDVD6597	2					
$ ITEM	QLDVD6648	2					
$ ITEM	QLDVD6656	2					
$ ITEM	QLDVD6657	3					
$ ITEM	QLDVD6680	2					
$ ITEM	QLDVD6796	3					
$ ITEM	QLDVD6997	2					
$ ITEM	Y371DVD	3					
$ ITEM	8921	4					
$ ITEM	8924	3					
$ ITEM	8932	2					
$ ITEM	BD30022	1					
$ ITEM	BD30059	2					
$ ITEM	QLDVD7003	2					
$ ITEM	MSDVD544	2					
