
$ CUSTOMER	QUANTUM						
$ USER	stewartquantum						
$ CONSIGNEE	A						
$ CONSIGNEECONTACT							
$ ADDR1	B						
$ ADDR2	C						
$ ADDR3	D						
$ TOWN	E						
$ REGION	F						
$ COUNTRY	H						
$ DEFAULTUK							
$ POSTCODE	G						
$ CUSTREF1							
$ CUSTREF2							
$ CUSTREF3							
$ CUSTREF4							
$ DEFAULTSPECIALINSTRUCTIONS	P/O Number: 4461185 (VITALIJA GRUNDAITE - 01323 521555)						
$ DEFAULTPACKINGNOTE	(none)						
$ DEFAULTCUSTREF1	(none)						
$ DEFAULTCUSTREF2	(none)						
$ DEFAULTCUSTREF3	(none)						
$ DEFAULTCUSTREF4	(none)						
$ DEFAULTUK							
$ ITEMORDER	PQ						
$ ITEM	MSDVD681	1					
$ ITEM	MSDVD544	2					
$ ITEM	MSDVD574	1					
$ ITEM	MSDVD658	1					
$ ITEM	QLDVD17622	1					
$ ITEM	LSD04	2					
$ ITEM	8924	3					
$ ITEM	BC2	3					
$ ITEM	BC7	3					
$ ITEM	QLDVD0289	3					
$ ITEM	20495	1					
$ ITEM	20497	1					
$ ITEM	QLDVD7181	1					
$ ITEM	GCT318	1					
$ ITEM	QLDVD7074	4					
$ ITEM	DUK0234	2					
$ ITEM	STDC1234	1					
$ ITEM	KK2105	1					
$ ITEM	KA8409DVD	1					
$ ITEM	ADVD116	2					
$ ITEM	751107	2					
$ ITEM	GP102	2					
$ ITEM	MSDVD806	1					
$ ITEM	BLST0906	2					
$ ITEM	ADVD290	1					
$ ITEM	STDC0109	2					
$ ITEM	SVD108	1					
$ ITEM	QLDVD6680	2					
$ ITEM	9012	3					
$ ITEM	KB4926DVD	2					
$ ITEM	SD11	2					
$ ITEM	N8991DVD	1					
$ ITEM	ADVD171	2					
$ ITEM	QLDVD6615	1					
$ ITEM	ADVD154	2					
$ ITEM	CAP3	3					
$ ITEM	CAP2	3					
$ ITEM	GP157	3					
$ ITEM	KICK1559	2					
$ ITEM	DVD2869044	2					
$ ITEM	DW16713	2					
$ ITEM	HVCCM659	1					
$ ITEM	DT118	2					
$ ITEM	DC1113-03	3					
$ ITEM	QLDVD6657	4					
$ ITEM	DT116	2					
$ ITEM	SVD5128	3					
$ ITEM	LSD10	1					
$ ITEM	7071	2					
$ ITEM	COMHTPP1	3					
$ ITEM	CMBT	3					
$ ITEM	AIZIK2	3					
$ ITEM	AIZIK4	3					
$ ITEM	ADVD1876	1					
$ ITEM	ADVD1877	1					
$ ITEM	3911	3					
$ ITEM	C8894DVD	1					
$ ITEM	C2752DVD	2					
$ ITEM	DWL100277	1					
$ ITEM	781918	1					
$ ITEM	GCT708	3					
$ ITEM	ADVD070	1					
$ ITEM	GCT074	2					
$ ITEM	QLDVD0390	2					
$ ITEM	QLDVD6161	3					
$ ITEM	QLDVD6165	2					
$ ITEM	ADVD98	2					
$ ITEM	67513	1					
$ ITEM	2348	2					
$ ITEM	QLDVD6656	1					
$ ITEM	QLDVD7003	1					
$ ITEM	DVD950790	2					
$ ITEM	MSDVD668	1					
$ ITEM	BD30059	1					
$ ITEM	QLDVD7161	2					
$ ITEM	CYNTHI	3					
$ ITEM	ADVD006	1					
$ ITEM	ADVD048	1					
$ ITEM	ADVD077	1					
$ ITEM	ADVD044	3					
$ ITEM	GW9667	1					
$ ITEM	QLDVD7040	1					
$ ITEM	HL00641572	2					
$ ITEM	M33120	3					
$ ITEM	72040	2					
$ ITEM	QLDVD0293	5					
$ ITEM	ADVD124	1					
$ ITEM	QLDVD6689	1					
$ ITEM	NJPDVD625	1					
$ ITEM	ADVD294	1					
$ ITEM	HVGC1655	2					
$ ITEM	HVGC2656	2					
$ ITEM	68343	3					
$ ITEM	JRDVD8017	1					
$ ITEM	751110	1					
$ ITEM	SVD20	1					
$ ITEM	2511	1					
$ ITEM	Y371DVD	4					
$ ITEM	K4466DVD	2					
$ ITEM	K4467DVD	2					
$ ITEM	20395	1					
$ ITEM	HVIDM658	1					
$ ITEM	753979	1					
$ ITEM	DUK0207	2					
$ ITEM	QLDVD6648	1					
$ ITEM	72037	2					
$ ITEM	ADVD289	1					
$ ITEM	BC16	3					
$ ITEM	ADVD054	1					
$ ITEM	DAB5	3					
$ ITEM	ADVD165	1					
$ ITEM	ADVD267	1					
$ ITEM	ADVD001	1					
$ ITEM	2314	1					
$ ITEM	SFP1778	3					
$ ITEM	ADVD296	1					
$ ITEM	ADVD301	1					
$ ITEM	ADVD311	1					
$ ITEM	WHE47506	1					
$ ITEM	HL00641596	1					
$ ITEM	QHVP1769	1					
$ ITEM	QHVP1768	1					
$ ITEM	QHVP1773	2					
$ ITEM	46759	1					
$ ITEM	20426	1					
$ ITEM	QLDVD7139	1					
$ ITEM	72038	2					
$ ITEM	2053	1					
$ ITEM	756040	5					
$ ITEM	M87810	3					
$ ITEM	DUK0229	1					
$ ITEM	M85190	9					
$ ITEM	HL00642053	1					
$ ITEM	SDVD0606266	1					
$ ITEM	ADVD1884	1					
$ ITEM	GP138	1					
$ ITEM	PVP35091	3					
$ ITEM	CDMT3BT	1					
$ ITEM	ADVD122	1					
$ ITEM	QLDVD7136	1					
$ ITEM	QLDVD6597	1					
$ ITEM	CHINEN1	3					
$ ITEM	DVD2869045	4					
$ ITEM	TTR22	1					
$ ITEM	ADVD020	1					
$ ITEM	ADVD312	1					
$ ITEM	TL1683	1					
$ ITEM	HVPOF646	3					
$ ITEM	SP99027	2					
$ ITEM	SVD110	3					
$ ITEM	PVP10394	1					
$ ITEM	PVP41432	1					
$ ITEM	DEL1	3					
$ ITEM	99000001	1					
$ ITEM	2325	3					
$ ITEM	HVTDS701	1					
$ ITEM	756024	2					
$ ITEM	BD30022	1					
$ ITEM	MDV052	1					
$ ITEM	RL924	2					
$ ITEM	HSD011	1					
$ ITEM	FFP1644	4					
$ ITEM	5.03226E+12	2					
$ ITEM	ADVD177	1					
$ ITEM	SP2059	1					
$ ITEM	GP-132	1					
$ ITEM	HL00314652	3					
$ ITEM	QLDVD6469	1					
$ ITEM	DW16705	2					
$ ITEM	CG1727	2					
$ ITEM	CHIAO1	3					
$ ITEM	792102	2					
$ ITEM	BNTFT04	1					
$ ITEM	JRDVD8007	1					
$ ITEM	QLDVD6796	4					
$ ITEM	5413	1					
$ ITEM	K4030DVD	3					
$ ITEM	SVD111	1					
$ ITEM	SVD5132	1					
$ ITEM	8921	4					
$ ITEM	QA6749	1					
$ ITEM	QLDVD6997	1					
$ ITEM	UCPD1425	1					
$ ITEM	PPD01	1					
$ ITEM	ADVD021	1					
$ ITEM	ADVD107	3					
$ ITEM	CMV7005	3					
$ ITEM	DAB4	3					
$ ITEM	DAB3	3					
$ ITEM	ADVD062	1					
$ ITEM	QLDVD6750	3					
$ ITEM	CONDE1	3					
$ ITEM	QLDVD7096	1					
$ ITEM	HPL1506	1					
$ ITEM	MSD1228	2					
$ ITEM	QLDVD0279	5					
$ ITEM	HVACTS696	1					
$ ITEM	K4255DVD	1					
$ ITEM	ADVD284	1					
$ ITEM	ADVD074	1					
$ ITEM	ADVD179	1					
$ ITEM	M213704	1					
$ ITEM	ADVD1885	4					
Gardners Books	1 Whittle Drive	Willingdon Drove         		Eastbourne	East Sussex	BN23 6QH                 	UK
