
$ CUSTOMER	QUANTUM						
$ USER	stewartquantum						
$ CONSIGNEE	A						
$ CONSIGNEECONTACT							
$ ADDR1	B						
$ ADDR2	C						
$ ADDR3	D						
$ TOWN	E						
$ REGION	F						
$ COUNTRY	H						
$ DEFAULTUK							
$ POSTCODE	G						
$ CUSTREF1							
$ CUSTREF2							
$ CUSTREF3							
$ CUSTREF4							
$ DEFAULTSPECIALINSTRUCTIONS	PO - BM100081117   //  Booking-In Required 24 hours in advance (07825 863954)						
$ DEFAULTPACKINGNOTE	(none)						
$ DEFAULTCUSTREF1	(none)						
$ DEFAULTCUSTREF2	(none)						
$ DEFAULTCUSTREF3	(none)						
$ DEFAULTCUSTREF4	(none)						
$ DEFAULTUK							
$ ITEMORDER	PQ						
$ ITEM	QLDVD6929	1					
$ ITEM	QLDVD6674	1					
$ ITEM	F8829DVD	1					
$ ITEM	SD037	1					
$ ITEM	RDR0029	1					
$ ITEM	HL02501307	1					
$ ITEM	IMPH0338	1					
$ ITEM	QLDVD6927	1					
$ ITEM	62123	1					
$ ITEM	SD035	1					
$ ITEM	SVD9	1					
$ ITEM	DR2316	1					
$ ITEM	BW010	1					
$ ITEM	PVP35091	2					
$ ITEM	CG1691	1					
$ ITEM	Y9105DVD	1					
$ ITEM	R276DVD	1					
$ ITEM	HL00320506	1					
$ ITEM	QLDVD0289	1					
$ ITEM	QLDVD6683	1					
$ ITEM	796134	2					
$ ITEM	1720	2					
$ ITEM	ACVD023	1					
$ ITEM	DAVID0113	1					
$ ITEM	QLDVD0333	1					
$ ITEM	SD5002	1					
$ ITEM	RDR0035	1					
$ ITEM	RDR0040	1					
$ ITEM	SD024	1					
$ ITEM	RDR0079	1					
$ ITEM	ETV1671	1					
$ ITEM	QLDVD6949	1					
$ ITEM	QLDVD6213	2					
$ ITEM	SD026	1					
$ ITEM	HL00320708	1					
$ ITEM	HL00320433	1					
$ ITEM	FDVD2041	2					
$ ITEM	SD5006	1					
$ ITEM	DV10031	1					
$ ITEM	XDVD4303	1					
$ ITEM	2059	1					
$ ITEM	ACVD030	1					
$ ITEM	TTR1	1					
$ ITEM	QLDVD6890	1					
$ ITEM	M86540	1					
$ ITEM	HPL1506	1					
$ ITEM	IMPH0356	1					
$ ITEM	RDR0200	1					
$ ITEM	VEGD996	1					
$ ITEM	XDVD4317	1					
$ ITEM	HL00320378	2					
$ ITEM	HL00320322	2					
$ ITEM	SFD31	1					
$ ITEM	SD036	1					
$ ITEM	HL00641795	1					
$ ITEM	H361DVD	1					
$ ITEM	QLDVD6801	1					
$ ITEM	IMP904224	2					
$ ITEM	MP42095	1					
$ ITEM	SVD34	1					
$ ITEM	HL00642065	1					
$ ITEM	SVD5081	1					
$ ITEM	CG1710	1					
$ ITEM	SD5005	1					
$ ITEM	TTR6	1					
$ ITEM	SD13	1					
$ ITEM	SD031	1					
$ ITEM	CG1592	1					
$ ITEM	QLDVD6833	1					
$ ITEM	HOT704	1					
$ ITEM	2023	1					
$ ITEM	QLDVD6894	1					
$ ITEM	FDVD2053	2					
$ ITEM	M87800	1					
$ ITEM	QLDVD6493	1					
$ ITEM	2054	1					
$ ITEM	SVD5017	1					
$ ITEM	QLDVD6914	1					
$ ITEM	QLDVD0375	1					
$ ITEM	VESTA13049	1					
$ ITEM	VESTA13073	1					
$ ITEM	HOB910592VD	1					
$ ITEM	8641	1					
$ ITEM	MDV022	1					
$ ITEM	GW401	1					
$ ITEM	SD55	1					
$ ITEM	T2502DVD	1					
$ ITEM	HL320254	1					
$ ITEM	DFD03	1					
$ ITEM	XD0603	1					
$ ITEM	DUK0230	1					
$ ITEM	ACVD028	1					
$ ITEM	ASC13403	1					
$ ITEM	HL00320849	1					
$ ITEM	GP153	1					
$ ITEM	DW16705	1					
$ ITEM	HL00320700	1					
$ ITEM	DE4026	1					
$ ITEM	DE4095	1					
$ ITEM	DE5010	1					
$ ITEM	DE4156	1					
$ ITEM	HL00320713	1					
$ ITEM	HL00320806	2					
$ ITEM	HL00320985	2					
$ ITEM	QFROGCD004CD	1					
$ ITEM	HL00642159	1					
$ ITEM	HL00320932	2					
$ ITEM	HL00642055	1					
$ ITEM	HL14004675	1					
$ ITEM	786857	1					
$ ITEM	HL14016138	1					
MSE UK	Goods-In Area	1 Eagle Park Drive		Warrington		WA2 8JA	UK
