
$ CUSTOMER	QUANTUM						
$ USER	stewartquantum						
$ CONSIGNEE	A						
$ CONSIGNEECONTACT							
$ ADDR1	B						
$ ADDR2	C						
$ ADDR3	D						
$ TOWN	E						
$ REGION	F						
$ COUNTRY	H						
$ DEFAULTUK							
$ POSTCODE	G						
$ CUSTREF1							
$ CUSTREF2							
$ CUSTREF3							
$ CUSTREF4							
$ DEFAULTSPECIALINSTRUCTIONS	PO - BM100080043  //  Booking-In Required 24 hours in advance (07825 863954)						
$ DEFAULTPACKINGNOTE	(none)						
$ DEFAULTCUSTREF1	(none)						
$ DEFAULTCUSTREF2	(none)						
$ DEFAULTCUSTREF3	(none)						
$ DEFAULTCUSTREF4	(none)						
$ DEFAULTUK							
$ ITEMORDER	PQ						
$ ITEM	2353	2					
$ ITEM	DUK0233	2					
$ ITEM	FDVD2028	2					
$ ITEM	QLDVD6841	2					
$ ITEM	STDC1111	1					
$ ITEM	GRV10507	1					
$ ITEM	EACD1427	2					
$ ITEM	HL00642084	1					
$ ITEM	HL00320705	1					
$ ITEM	FDVD2022	2					
$ ITEM	QLDVD0362	1					
$ ITEM	Y380DVD	1					
$ ITEM	QLDVD6645	1					
$ ITEM	QLDVD6724	2					
$ ITEM	QLDVD6997	1					
$ ITEM	QLDVD6485	2					
$ ITEM	F471DVD	1					
$ ITEM	Y381DVD	1					
$ ITEM	JB784127	1					
$ ITEM	QLDVD0310	2					
$ ITEM	VESTA13049	3					
$ ITEM	FDVD2059	1					
$ ITEM	MHC20009	3					
$ ITEM	ACE11028A	1					
$ ITEM	HL00320594	1					
$ ITEM	HL00320804	1					
$ ITEM	VESTAPOL13124	1					
$ ITEM	RDR0301	1					
$ ITEM	SVD140	3					
$ ITEM	RDR0357	1					
$ ITEM	RDR0362	1					
$ ITEM	HL00320603	1					
MSE UK	Goods-In Area	1 Eagle Park Drive		Warrington		WA2 8JA	UK
