
$ CUSTOMER	QUANTUM					
$ USER	garypeet					
$ CONSIGNEE	A					
$ CONSIGNEECONTACT						
$ ADDR1	B					
$ ADDR2	C					
$ ADDR3	D					
$ TOWN	E					
$ REGION	F					
$ COUNTRY	H					
$ DEFAULTUK						
$ POSTCODE	G					
$ CUSTREF1						
$ CUSTREF2						
$ CUSTREF3						
$ CUSTREF4						
$ DEFAULTSPECIALINSTRUCTIONS	BM100087147					
$ DEFAULTPACKINGNOTE	(none)					
$ DEFAULTCUSTREF1	(none)					
$ DEFAULTCUSTREF2	(none)					
$ DEFAULTCUSTREF3	(none)					
$ DEFAULTCUSTREF4	(none)					
$ DEFAULTUK						
$ ITEMORDER	PQ					
$ ITEM	2308	1				
$ ITEM	2310	1				
$ ITEM	2325	1				
$ ITEM	2402	1				
$ ITEM	2422	1				
$ ITEM	5413	1				
$ ITEM	62123	1				
$ ITEM	63293	1				
$ ITEM	107455	1				
$ ITEM	107456	1				
$ ITEM	796934	1				
$ ITEM	ACE11056F	1				
$ ITEM	AG9784	1				
$ ITEM	AGD1631	1				
$ ITEM	AUSTINGOHDV	1				
$ ITEM	BNTITV04	1				
$ ITEM	BX861896VD	1				
$ ITEM	COL910793VD	1				
$ ITEM	COL910893VD	1				
$ ITEM	COL921693VD	1				
$ ITEM	DDC1701	1				
$ ITEM	DJ903	1				
$ ITEM	DR4315	1				
$ ITEM	DRB1334	1				
$ ITEM	DS91738	1				
$ ITEM	DV01SI01	1				
$ ITEM	DV10241	1				
$ ITEM	DWL1533	1				
$ ITEM	DWL1665	1				
$ ITEM	EACD1467	1				
$ ITEM	ETV1671	1				
$ ITEM	ETV1734	1				
$ ITEM	EWB1562	1				
$ ITEM	FFP1644	1				
$ ITEM	FR00931	1				
$ ITEM	GOLF1537	1				
$ ITEM	GW605	1				
$ ITEM	GW937	1				
$ ITEM	GW949	1				
$ ITEM	GW971	1				
$ ITEM	GW972	1				
$ ITEM	H617DVD	1				
$ ITEM	HL00320293	1				
$ ITEM	HL00320355	1				
$ ITEM	HL00320374	1				
$ ITEM	HL00320431	1				
$ ITEM	HL00320464	1				
$ ITEM	HL00320511	1				
$ ITEM	HL00320515	1				
$ ITEM	HL00320537	1				
$ ITEM	HL00320593	1				
$ ITEM	HL00320687	1				
$ ITEM	HL00320708	3				
$ ITEM	HL00641536	1				
$ ITEM	HL00641538	1				
$ ITEM	HL00641546	1				
$ ITEM	HL00641551	1				
$ ITEM	HL00641555	1				
$ ITEM	HL00641558	1				
$ ITEM	HL00641578	1				
$ ITEM	HL00641611	1				
$ ITEM	HL00641615	1				
$ ITEM	HL00641617	1				
$ ITEM	HL00641779	1				
$ ITEM	HL00641852	1				
$ ITEM	HL00642064	1				
$ ITEM	HL00642071	1				
$ ITEM	HL02500628	1				
$ ITEM	HL02500841	1				
$ ITEM	HL50448025	1				
$ ITEM	HL50448038	1				
$ ITEM	HOT130	1				
$ ITEM	HOT162	1				
$ ITEM	JB001422	1				
$ ITEM	JB002726	1				
$ ITEM	JFCDVD06	1				
$ ITEM	K4461DVD	1				
$ ITEM	KA8407DVD	1				
$ ITEM	KA8408DVD	1				
$ ITEM	KA8412DVD	1				
$ ITEM	MSDVD584	1				
$ ITEM	QLDVD0298	1				
$ ITEM	QLDVD6155	1				
$ ITEM	QLDVD6236	1				
$ ITEM	QLDVD6263	1				
$ ITEM	QLDVD6353	1				
$ ITEM	QLDVD6377	1				
$ ITEM	QLDVD6407	1				
$ ITEM	QLDVD6492	1				
$ ITEM	QLDVD6679	2				
$ ITEM	QLDVD6891	1				
$ ITEM	QLDVD6951	1				
$ ITEM	QLDVD6960	1				
$ ITEM	RDR0045	1				
$ ITEM	RDR0082	1				
$ ITEM	RDR0116	1				
$ ITEM	RDR0121	1				
$ ITEM	RDR0128	1				
$ ITEM	RDR0151	1				
$ ITEM	RDR0166	1				
$ ITEM	RDR0214	1				
$ ITEM	RDR0331	1				
$ ITEM	RDR0341	1				
$ ITEM	SCD9787	1				
$ ITEM	SDVD0606267	1				
$ ITEM	STDC1128	1				
$ ITEM	SVD2	1				
$ ITEM	SVD38	1				
$ ITEM	SVD5077	1				
$ ITEM	SVD53	1				
$ ITEM	SVD95	1				
$ ITEM	TE2009D	1				
$ ITEM	TE2067DVD	1				
$ ITEM	TE2076D	1				
$ ITEM	TE2079	1				
$ ITEM	VESTA13007	1				
$ ITEM	VESTA13014	1				
$ ITEM	VESTA13022	1				
$ ITEM	VESTA13032	1				
$ ITEM	VESTA13072	1				
$ ITEM	VESTA13082	1				
$ ITEM	VESTA13091	1				
$ ITEM	VESTA13103	1				
$ ITEM	Y379DVD	1				
MSE	1 EAGLE PARK DRIVE			WARRINGTON	CHESHIRE	WA2 8JA
