$ CUSTOMER	BOULEVARD						
$ USER	rabeelboulevard						
$ CONSIGNEE	A						
$ CONSIGNEECONTACT							
$ ADDR1	B						
$ ADDR2	C						
$ ADDR3	D						
$ TOWN	E						
$ REGION	F						
$ COUNTRY	H						
$ DEFAULTUK							
$ POSTCODE	G						
$ CUSTREF1							
$ CUSTREF2							
$ CUSTREF3							
$ CUSTREF4							
$ DEFAULTSPECIALINSTRUCTIONS	FBA LABELS AND BOOKING SLOT REQUIRED. FBA ID: FBACMJN5P						
$ DEFAULTPACKINGNOTE	(none)						
$ DEFAULTCUSTREF1	(none)						
$ DEFAULTCUSTREF2	(none)						
$ DEFAULTCUSTREF3	(none)						
$ DEFAULTCUSTREF4	(none)						
$ DEFAULTUK							
$ ITEMORDER	PQ						
$ ITEM	BVED0131	75					
$ ITEM	BOUL0995	26					
$ ITEM	BVENT0643	25					
$ ITEM	BOUL0063	25					
$ ITEM	BMOV0666	25					
$ ITEM	BLVDD0104	25					
$ ITEM	BVAR0206	25					
$ ITEM	INF126	25					
$ ITEM	BOUL0824	25					
$ ITEM	BVENT0349	25					
$ ITEM	BVAR0615	25					
$ ITEM	BLVDD0041	25					
$ ITEM	BVAR0628	25					
$ ITEM	BOUL0993	25					
$ ITEM	BVAR0626	25					
$ ITEM	BVAR0524	25					
$ ITEM	BVENT0560	25					
$ ITEM	BVAR0506	16					
$ ITEM	LTDMG013	12					
$ ITEM	BVENT0598	8					
$ ITEM	BVENT0618	2					
$ ITEM	BVAR0526	1					
$ ITEM	BOUL0821	1					
Amazon.co.uk	Boundary Way		Hemel Hempstead	Hertfordshire		HP2 7LF	UK
